Character,Body,Tires,Glider,"Speed","Speed (Water)","Speed (Air)","Speed (Anti-Gravity)","Acceleration","Weight","Handling","Handling (Water)","Handling (Air)","Handling (Anti-Gravity)","Traction","Mini-Turbo","Invincibility"
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4.5,4.75,2.25,4.25,3.75,3.75,3.5,3,3.5,3.5,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,4,4.25,2.5,4.25,2.75,2.75,3,2.5,5.25,3.75,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,4,4.25,2.5,4.5,2.75,3,3,2.25,5,3.75,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4.25,4,2.25,4.5,2.75,2.75,2.75,2.5,5.25,3.5,4.5
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4.25,4.25,2.25,4.75,2.75,3,2.75,2.25,5,3.5,4.5
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,4,4.25,2.5,4.25,2.75,2.75,3,2.5,5.25,3.75,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,4,4.25,2.5,4.5,2.75,3,3,2.25,5,3.75,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4.25,4,2.25,4.5,2.75,2.75,2.75,2.5,5.25,3.5,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4.25,4.25,2.25,4.75,2.75,3,2.75,2.25,5,3.5,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,5,4,4.25,2.75,4,3,2.75,3.25,3,5,3.75,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Off-Road/Retro Off-Road,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.75,4,4.25,2.75,4.25,3,3,3.25,2.75,4.75,3.75,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Off-Road/Retro Off-Road,Super Glider/Waddle Wing/Hylian Kite,4.5,5,4.25,4,2.5,4.25,3,2.75,3,3,5,3.5,4.5
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Off-Road/Retro Off-Road,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.75,4.25,4.25,2.5,4.5,3,3,3,2.75,4.75,3.5,4.5
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,5,4,4.25,2.75,4,3,2.75,3.25,3,5,3.75,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.75,4,4.25,2.75,4.25,3,3,3.25,2.75,4.75,3.75,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,5,4.25,4,2.5,4.25,3,2.75,3,3,5,3.5,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.75,4.25,4.25,2.5,4.5,3,3,3,2.75,4.75,3.5,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Metal,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.75,4.25,4,2,4.25,3.25,3,2.75,2.75,4,3.5,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Metal,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4.5,4.25,4,2,4.5,3.25,3.25,2.75,2.5,3.75,3.5,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Metal,Super Glider/Waddle Wing/Hylian Kite,4.75,4.75,4.5,3.75,1.75,4.5,3.25,3,2.5,2.75,4,3.25,4.5
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Metal,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4.5,4.5,4,1.75,4.75,3.25,3.25,2.5,2.5,3.75,3.25,4.5
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.75,4.25,4,2,4.25,3.25,3,2.75,2.75,4,3.5,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4.5,4.25,4,2,4.5,3.25,3.25,2.75,2.5,3.75,3.5,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Gold Tires,Super Glider/Waddle Wing/Hylian Kite,4.75,4.75,4.5,3.75,1.75,4.5,3.25,3,2.5,2.75,4,3.25,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4.5,4.5,4,1.75,4.75,3.25,3.25,2.5,2.5,3.75,3.25,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4,3.75,4.75,2.25,4,3.25,2.5,3,3,3.5,3.5,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,3.75,3.75,4.75,2.25,4.25,3.25,2.75,3,2.75,3.25,3.5,4
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,4.75,4,4,4.5,2,4.25,3.25,2.5,2.75,3,3.5,3.25,4.25
Rosalina/King Boo/Link/Pauline,Tanooki Kart,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,3.75,4,4.75,2,4.5,3.25,2.75,2.75,2.75,3.25,3.25,4.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.5,4.75,4.5,3.75,3.5,3.25,3.75,3.5,3.75,3.5,4.5,4.5,2.5
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.5,4.5,4.5,3.75,3.5,3.5,3.75,3.75,3.75,3.25,4.25,4.5,2.5
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,3.75,4.75,4.75,3.5,3.25,3.5,3.75,3.5,3.5,3.5,4.5,4.25,2.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.75,4.5,4.75,3.75,3.25,3.75,3.75,3.75,3.5,3.25,4.25,4.25,2.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.5,4.25,4.25,3.25,3.25,3.5,3.25,3.25,3.5,4.25,4.25,3.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4.25,4.25,4.25,3.25,3.5,3.5,3.5,3.25,3.25,4,4.25,3.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,4,4.5,4.5,4,3,3.5,3.5,3.25,3,3.5,4.25,4,3.5
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4.25,4.5,4.25,3,3.75,3.5,3.5,3,3.25,4,4,3.5
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.25,4.75,4,3,3.5,3.25,2.75,3.5,3,5,4.25,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4,4.75,4,3,3.75,3.25,3,3.5,2.75,4.75,4.25,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Cushion,Super Glider/Waddle Wing/Hylian Kite,4,4.25,5,3.75,2.75,3.75,3.25,2.75,3.25,3,5,4,4.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4,5,4,2.75,4,3.25,3,3.25,2.75,4.75,4,4.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.25,4.75,4,3,3.5,3.25,2.75,3.5,3,5,4.25,3.5
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4,4.75,4,3,3.75,3.25,3,3.5,2.75,4.75,4.25,3.5
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Sponge,Super Glider/Waddle Wing/Hylian Kite,4,4.25,5,3.75,2.75,3.75,3.25,2.75,3.25,3,5,4,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4,5,4,2.75,4,3.25,3,3.25,2.75,4.75,4,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.75,4.5,4.25,3,3.75,3.5,3.25,3.5,3.25,4.75,4,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.5,4.5,4.25,3,4,3.5,3.5,3.5,3,4.5,4,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,4.25,4.75,4.75,4,2.75,4,3.5,3.25,3.25,3.25,4.75,3.75,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.5,4.75,4.25,2.75,4.25,3.5,3.5,3.25,3,4.5,3.75,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.75,4.5,4.25,3,3.75,3.5,3.25,3.5,3.25,4.75,4,3.5
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.5,4.5,4.25,3,4,3.5,3.5,3.5,3,4.5,4,3.5
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,4.25,4.75,4.75,4,2.75,4,3.5,3.25,3.25,3.25,4.75,3.75,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.5,4.75,4.25,2.75,4.25,3.5,3.5,3.25,3,4.5,3.75,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,4.25,4.75,2.5,3.75,3.75,3.5,3.75,3.25,3.75,3.75,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,4.25,4.75,2.5,4,3.75,3.75,3.75,3,3.5,3.75,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4.5,4.5,2.25,4,3.75,3.5,3.5,3.25,3.75,3.5,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4.5,4.75,2.25,4.25,3.75,3.75,3.5,3,3.5,3.5,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,4,4.25,2.5,4.25,2.75,2.75,3,2.5,5.25,3.75,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,4,4.25,2.5,4.5,2.75,3,3,2.25,5,3.75,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4.25,4,2.25,4.5,2.75,2.75,2.75,2.5,5.25,3.5,4.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4.25,4.25,2.25,4.75,2.75,3,2.75,2.25,5,3.5,4.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,4,4.25,2.5,4.25,2.75,2.75,3,2.5,5.25,3.75,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,4,4.25,2.5,4.5,2.75,3,3,2.25,5,3.75,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4.25,4,2.25,4.5,2.75,2.75,2.75,2.5,5.25,3.5,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4.25,4.25,2.25,4.75,2.75,3,2.75,2.25,5,3.5,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,5,4,4.25,2.75,4,3,2.75,3.25,3,5,3.75,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Off-Road/Retro Off-Road,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.75,4,4.25,2.75,4.25,3,3,3.25,2.75,4.75,3.75,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Off-Road/Retro Off-Road,Super Glider/Waddle Wing/Hylian Kite,4.5,5,4.25,4,2.5,4.25,3,2.75,3,3,5,3.5,4.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Off-Road/Retro Off-Road,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.75,4.25,4.25,2.5,4.5,3,3,3,2.75,4.75,3.5,4.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,5,4,4.25,2.75,4,3,2.75,3.25,3,5,3.75,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.75,4,4.25,2.75,4.25,3,3,3.25,2.75,4.75,3.75,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,5,4.25,4,2.5,4.25,3,2.75,3,3,5,3.5,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.75,4.25,4.25,2.5,4.5,3,3,3,2.75,4.75,3.5,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Metal,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.75,4.25,4,2,4.25,3.25,3,2.75,2.75,4,3.5,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Metal,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4.5,4.25,4,2,4.5,3.25,3.25,2.75,2.5,3.75,3.5,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Metal,Super Glider/Waddle Wing/Hylian Kite,4.75,4.75,4.5,3.75,1.75,4.5,3.25,3,2.5,2.75,4,3.25,4.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Metal,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4.5,4.5,4,1.75,4.75,3.25,3.25,2.5,2.5,3.75,3.25,4.25
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.75,4.25,4,2,4.25,3.25,3,2.75,2.75,4,3.5,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4.5,4.25,4,2,4.5,3.25,3.25,2.75,2.5,3.75,3.5,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Gold Tires,Super Glider/Waddle Wing/Hylian Kite,4.75,4.75,4.5,3.75,1.75,4.5,3.25,3,2.5,2.75,4,3.25,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4.5,4.5,4,1.75,4.75,3.25,3.25,2.5,2.5,3.75,3.25,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4,3.75,4.75,2.25,4,3.25,2.5,3,3,3.5,3.5,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,3.75,3.75,4.75,2.25,4.25,3.25,2.75,3,2.75,3.25,3.5,3.75
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,4.75,4,4,4.5,2,4.25,3.25,2.5,2.75,3,3.5,3.25,4
Rosalina/King Boo/Link/Pauline,Koopa Clown/Master Cycle Zero,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,3.75,4,4.75,2,4.5,3.25,2.75,2.75,2.75,3.25,3.25,4
Rosalina/King Boo/Link/Pauline,Prancer,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.5,4.5,3.75,3.5,2.75,3.5,3.25,3.75,3.25,3.25,4.25,3
Rosalina/King Boo/Link/Pauline,Prancer,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4.25,4.5,3.75,3.5,3,3.5,3.5,3.75,3,3,4.25,3
Rosalina/King Boo/Link/Pauline,Prancer,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,4,4.5,4.75,3.5,3.25,3,3.5,3.25,3.5,3.25,3.25,4,3.25
Rosalina/King Boo/Link/Pauline,Prancer,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4.25,4.75,3.75,3.25,3.25,3.5,3.5,3.5,3,3,4,3.25
Rosalina/King Boo/Link/Pauline,Prancer,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.25,4.25,4.25,3.25,2.75,3.25,3,3.25,3.25,3,4,3.75
Rosalina/King Boo/Link/Pauline,Prancer,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4,4.25,4.25,3.25,3,3.25,3.25,3.25,3,2.75,4,3.75
Rosalina/King Boo/Link/Pauline,Prancer,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,4.25,4.25,4.5,4,3,3,3.25,3,3,3.25,3,3.75,4
Rosalina/King Boo/Link/Pauline,Prancer,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4,4.5,4.25,3,3.25,3.25,3.25,3,3,2.75,3.75,4
Rosalina/King Boo/Link/Pauline,Prancer,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4,4.75,4,3,3,3,2.5,3.5,2.75,3.75,4,4.5
Rosalina/King Boo/Link/Pauline,Prancer,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,3.75,4.75,4,3,3.25,3,2.75,3.5,2.5,3.5,4,4.5
Rosalina/King Boo/Link/Pauline,Prancer,Cushion,Super Glider/Waddle Wing/Hylian Kite,4.25,4,5,3.75,2.75,3.25,3,2.5,3.25,2.75,3.75,3.75,4.75
Rosalina/King Boo/Link/Pauline,Prancer,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,3.75,5,4,2.75,3.5,3,2.75,3.25,2.5,3.5,3.75,4.75
Rosalina/King Boo/Link/Pauline,Prancer,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4,4.75,4,3,3,3,2.5,3.5,2.75,3.75,4,4
Rosalina/King Boo/Link/Pauline,Prancer,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,3.75,4.75,4,3,3.25,3,2.75,3.5,2.5,3.5,4,4
Rosalina/King Boo/Link/Pauline,Prancer,Sponge,Super Glider/Waddle Wing/Hylian Kite,4.25,4,5,3.75,2.75,3.25,3,2.5,3.25,2.75,3.75,3.75,4.25
Rosalina/King Boo/Link/Pauline,Prancer,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,3.75,5,4,2.75,3.5,3,2.75,3.25,2.5,3.5,3.75,4.25
Rosalina/King Boo/Link/Pauline,Prancer,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,4.5,4.25,3,3.25,3.25,3,3.5,3,3.5,3.75,4.25
Rosalina/King Boo/Link/Pauline,Prancer,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,4.5,4.25,3,3.5,3.25,3.25,3.5,2.75,3.25,3.75,4.25
Rosalina/King Boo/Link/Pauline,Prancer,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4.75,4,2.75,3.5,3.25,3,3.25,3,3.5,3.5,4.5
Rosalina/King Boo/Link/Pauline,Prancer,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4.75,4.25,2.75,3.75,3.25,3.25,3.25,2.75,3.25,3.5,4.5
Rosalina/King Boo/Link/Pauline,Prancer,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,4.5,4.25,3,3.25,3.25,3,3.5,3,3.5,3.75,4
Rosalina/King Boo/Link/Pauline,Prancer,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,4.5,4.25,3,3.5,3.25,3.25,3.5,2.75,3.25,3.75,4
Rosalina/King Boo/Link/Pauline,Prancer,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4.75,4,2.75,3.5,3.25,3,3.25,3,3.5,3.5,4.25
Rosalina/King Boo/Link/Pauline,Prancer,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4.75,4.25,2.75,3.75,3.25,3.25,3.25,2.75,3.25,3.5,4.25
Rosalina/King Boo/Link/Pauline,Prancer,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.25,4.25,4.75,2.5,3.25,3.5,3.25,3.75,3,2.5,3.5,4.25
Rosalina/King Boo/Link/Pauline,Prancer,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4,4.25,4.75,2.5,3.5,3.5,3.5,3.75,2.75,2.25,3.5,4.25
Rosalina/King Boo/Link/Pauline,Prancer,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,4.75,4.25,4.5,4.5,2.25,3.5,3.5,3.25,3.5,3,2.5,3.25,4.5
Rosalina/King Boo/Link/Pauline,Prancer,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4,4.5,4.75,2.25,3.75,3.5,3.5,3.5,2.75,2.25,3.25,4.5
Rosalina/King Boo/Link/Pauline,Prancer,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.25,4,4.25,2.5,3.75,2.5,2.5,3,2.25,4,3.5,4.5
Rosalina/King Boo/Link/Pauline,Prancer,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4,4,4.25,2.5,4,2.5,2.75,3,2,3.75,3.5,4.5
Rosalina/King Boo/Link/Pauline,Prancer,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,4.75,4.25,4.25,4,2.25,4,2.5,2.5,2.75,2.25,4,3.25,4.75
Rosalina/King Boo/Link/Pauline,Prancer,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4,4.25,4.25,2.25,4.25,2.5,2.75,2.75,2,3.75,3.25,4.75
Rosalina/King Boo/Link/Pauline,Prancer,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.25,4,4.25,2.5,3.75,2.5,2.5,3,2.25,4,3.5,4.25
Rosalina/King Boo/Link/Pauline,Prancer,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.5,4,4,4.25,2.5,4,2.5,2.75,3,2,3.75,3.5,4.25
Rosalina/King Boo/Link/Pauline,Prancer,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,4.75,4.25,4.25,4,2.25,4,2.5,2.5,2.75,2.25,4,3.25,4.5
Rosalina/King Boo/Link/Pauline,Prancer,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.75,4,4.25,4.25,2.25,4.25,2.5,2.75,2.75,2,3.75,3.25,4.5
Rosalina/King Boo/Link/Pauline,Prancer,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.5,4.75,4,4.25,2.75,3.5,2.75,2.5,3.25,2.75,3.75,3.5,4.5
